-a	0.981454224315573
-d	0.950454629801447
-j	0.607238605898123
-u	0.846979865771812
-t	0.982473766465729
-e	0.917815083938862
-s	0.980655495317891
-c	0.941872427983539
-b	0.955184992183429
-w	0.116129032258064
-r	0.990108590474143
-h	0.622445445098718
-f	0.739545997610514
-i	0.935387984981227
-n	0.989381575066365
-l	0.986028853454822
-p	0.964019008825526
-o	0.968546435883119
-fw	0.107142857142857
-ue	0.230769230769231
-fu	0.303030303030303
-ff	0.471337579617834
+r	0.992777059077188
+t	0.969273127753304
+e	0.993670313771589
+n	0.991526258744704
+s	0.991158156911582
+l	0.938566059554785
+p	0.92387768379961
j/i	0.849906191369606
i/j	0.955417066155321
e/i	0.994389647995657
o/å	0.984487325009459
o/a	0.990483441187667
e/ä	0.943991066059617
h/v	0.928202479338843
e/a	0.952253032928943
ä/e	0.965116279069767
h/ä	0.961734011238962
o/u	0.985606060606061
f/v	0.71830577313606
i/e	0.982257269590932
c/k	0.830762250453721
t/d	0.913440581214323
z/s	0.228136882129278
v/u	0.753275109170306
h/k	0.975305291723202
w/v	0.0615911035072711
l/ll	0.970698161160114
p/pp	0.932982917214192
äh/ä	0.0227272727272727
gh/g	0.455497382198953
fw/v	0.04
rd/r	0.88936170212766
oo/o	0.227848101265823
ij/i	0.178403755868545
hw/v	0
åh/å	0.132530120481928
hu/v	0.677165354330709
gi/g	0.694029850746269
he/ä	0.75
ee/e	0.130681818181818
mb/m	0.358333333333333
th/d	0.111876075731497
ff/f	0.284615384615385
th/t	0.194029850746269
ch/k	0.904870624048706
ki/k	0.288343558282209
dh/d	0.127208480565371
